time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01
0,-0.9001423,-89.62747,9.945971,0.6095039,-0.052053604,-0.025344098
1,-0.96199584,-89.61458,12.167887,1.5057975,-0.35116535,-0.25152433
2,-0.75949097,-89.61447,15.747601,3.161914,-0.9115001,-0.6964778
3,-0.3604955,-89.63812,19.264273,4.95579,-1.51288,-1.1492202
4,0.003973956,-89.68584,21.638006,6.250297,-1.9148176,-1.3935424
5,0.2983941,-89.754845,22.88299,6.9813805,-2.0868132,-1.4149138
6,0.6391688,-89.840096,23.37195,7.314236,-2.081105,-1.2691299
7,1.121159,-89.93552,23.417599,7.3572035,-1.9311528,-1.010814
8,1.7475846,-90.03518,23.228828,7.1400146,-1.6522566,-0.68832594
9,2.4260476,-90.13306,22.937965,6.674713,-1.2725636,-0.35240194
10,3.0294478,-90.222374,22.641518,5.9909096,-0.838076,-0.048189085
11,3.501425,-90.29746,22.410002,5.0926743,-0.38595235,0.21769264
12,3.8779042,-90.35099,22.275682,3.962532,0.052424427,0.4860783
13,4.190116,-90.3675,22.257643,2.6903062,0.43502757,0.76574874
14,4.391065,-90.34469,22.342192,1.5126672,0.7181844,0.976477
15,4.4457083,-90.29914,22.447021,0.64366907,0.8839814,1.0665731
16,4.4101195,-90.24878,22.489624,0.14618781,0.9482993,1.0501822
17,4.3450017,-90.20033,22.482832,-0.049593452,0.9409932,0.93654394
18,4.270593,-90.15264,22.471117,-0.03719074,0.8822414,0.7238951
19,4.1974516,-90.10556,22.457958,0.13090782,0.7780237,0.4079654
20,4.149556,-90.06188,22.417202,0.4358052,0.62481374,-0.027315805
21,4.161555,-90.02609,22.314865,0.8777956,0.41195866,-0.61868936
22,4.2681804,-90.0014,22.12472,1.4689083,0.12452011,-1.4179698
23,4.4933147,-89.98597,21.870388,2.2204928,-0.25301114,-2.4707081
24,4.822695,-89.98852,21.650352,3.0694122,-0.708538,-3.7274275
25,5.166088,-90.03706,21.482044,3.770947,-1.1384791,-4.907371
26,5.4928603,-90.12456,21.21364,4.1250887,-1.4187461,-5.7898703
27,5.8461676,-90.2269,20.701393,4.134483,-1.5268081,-6.409297
28,6.1747375,-90.32568,19.951542,3.9022083,-1.5063119,-6.7921476
29,6.459374,-90.40676,19.070116,3.5249996,-1.3785955,-6.930357
30,6.761208,-90.4729,17.984728,2.9981403,-1.1263446,-6.855107
31,7.0973654,-90.530815,16.615057,2.3506014,-0.76217425,-6.6145506
32,7.3800464,-90.57231,15.238912,1.7679691,-0.38111937,-6.313517
33,7.5504336,-90.585976,14.145375,1.3749145,-0.059431244,-6.077062
34,7.6643767,-90.56902,13.337615,1.163071,0.2176186,-5.9683886
35,7.8156285,-90.52198,12.677517,1.060389,0.51536703,-6.0040283
