time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01
0,-0.9038309,-89.62771,9.954183,0.6121911,-0.05288874,-0.023505503
1,-0.97240007,-89.6156,12.171972,1.5080009,-0.35164523,-0.24292478
2,-0.7816034,-89.61665,15.718378,3.1530955,-0.90704906,-0.67356104
3,-0.3957604,-89.641556,19.20028,4.9341784,-1.5021359,-1.1107504
4,-0.040707696,-89.69058,21.558632,6.223891,-1.9008174,-1.3440919
5,0.2498931,-89.7607,22.801596,6.9568334,-2.0717175,-1.3584235
6,0.5906816,-89.84644,23.29523,7.2933674,-2.0650249,-1.207015
7,1.0726888,-89.94162,23.349707,7.3385925,-1.913224,-0.94233733
8,1.6959313,-90.04058,23.170551,7.121874,-1.6320349,-0.6129937
9,2.3673227,-90.137505,22.888517,6.6582513,-1.2509794,-0.27228117
10,2.9605272,-90.225525,22.599949,5.9823203,-0.8166778,0.03394449
11,3.4197674,-90.29913,22.372377,5.1025105,-0.36542648,0.29942283
12,3.7880905,-90.3531,22.234146,4.0008316,0.07151351,0.56099933
13,4.110172,-90.37458,22.201786,2.756179,0.45342457,0.8288889
14,4.340631,-90.35868,22.271753,1.58976,0.740538,1.0362669
15,4.4269023,-90.31749,22.389427,0.69741625,0.9167724,1.1372491
16,4.40674,-90.268745,22.46632,0.14440459,0.99602354,1.1513168
17,4.343323,-90.223854,22.481348,-0.11615899,1.0076624,1.0942843
18,4.2672315,-90.1832,22.482967,-0.17934951,0.97612965,0.9691925
19,4.1853175,-90.144875,22.496178,-0.11607352,0.9130831,0.7806386
20,4.1061788,-90.1092,22.513819,0.032938566,0.8235681,0.53385544
21,4.0449095,-90.077805,22.519745,0.2481052,0.7090774,0.22784719
22,4.0194993,-90.05206,22.501736,0.52753156,0.56722134,-0.14843865
23,4.0472016,-90.03213,22.45268,0.8835296,0.39184624,-0.6145792
24,4.140102,-90.01619,22.369305,1.335208,0.17427495,-1.1933693
25,4.2995973,-89.99974,22.259653,1.8962929,-0.095153116,-1.9052733
26,4.515066,-89.980385,22.148054,2.5526786,-0.4208141,-2.7540123
27,4.772199,-89.974106,22.036623,3.2176635,-0.7814535,-3.6722436
28,5.040936,-90.00407,21.903345,3.791285,-1.1469042,-4.5758586
29,5.30564,-90.065704,21.75272,4.2157264,-1.4636658,-5.384412
30,5.576214,-90.14028,21.531626,4.4387684,-1.6648983,-6.0035686
31,5.847112,-90.22072,21.17768,4.4587507,-1.7547455,-6.4695983
32,6.09813,-90.30131,20.707949,4.319009,-1.760028,-6.816988
33,6.3136134,-90.37399,20.153404,4.0712237,-1.6957796,-7.0394955
34,6.5215397,-90.436104,19.537468,3.746532,-1.5669913,-7.1464863
35,6.759632,-90.49121,18.812517,3.3280876,-1.3637257,-7.1425347
36,7.049994,-90.54466,17.840263,2.778512,-1.0687523,-7.010472
37,7.3538337,-90.593704,16.62426,2.1772997,-0.7113413,-6.751985
38,7.5801787,-90.6263,15.39216,1.6614016,-0.36145794,-6.4476447
39,7.692964,-90.63405,14.380051,1.3143744,-0.07223376,-6.2042108
40,7.742849,-90.61728,13.625232,1.1314574,0.16362704,-6.0674677
41,7.8064227,-90.57778,13.019438,1.0602585,0.4005108,-6.041041
42,7.9339013,-90.519,12.428883,1.0357325,0.68418247,-6.1248045
43,8.097156,-90.45375,11.726658,0.9750645,0.99678516,-6.316178
44,8.239813,-90.3845,10.862005,0.87486285,1.2739677,-6.6067176
45,8.340534,-90.30326,9.861049,0.81439996,1.4541192,-6.9459596
46,8.429319,-90.21634,8.8300295,0.81750864,1.5367539,-7.253296
47,8.508315,-90.1356,7.945137,0.8480892,1.5546166,-7.459453
48,8.521351,-90.065704,7.30762,0.87889826,1.5315877,-7.5609746
49,8.461836,-90.008156,6.882311,0.89789355,1.4852608,-7.5867357
50,8.381934,-89.96372,6.564415,0.898975,1.4282591,-7.545452
51,8.330474,-89.93087,6.2311044,0.87947977,1.3583848,-7.4224625
52,8.336982,-89.90603,5.7677803,0.83383304,1.2624446,-7.184056
53,8.400936,-89.883965,5.206785,0.7587226,1.1393247,-6.810263
54,8.5031,-89.860565,4.710238,0.6575645,0.99905205,-6.306279
55,8.637471,-89.83777,4.3235965,0.5255585,0.8290383,-5.656606
56,8.784622,-89.82613,3.9942372,0.36167777,0.6143789,-4.8775587
57,8.869618,-89.83607,3.6510108,0.19888286,0.37568176,-4.096189
58,8.825159,-89.859436,3.3647635,0.060369488,0.16951759,-3.4721966
59,8.7153845,-89.883606,3.2344067,-0.06564662,0.040747296,-3.0718663
60,8.6218405,-89.90324,3.1727211,-0.17876807,-0.023234865,-2.8348072
61,8.558974,-89.91793,3.12026,-0.27124193,-0.050836537,-2.694537
62,8.516046,-89.928986,3.0643728,-0.34628162,-0.06032634,-2.6093588
63,8.484379,-89.93826,2.9985144,-0.41449198,-0.059857983,-2.5553813
64,8.459734,-89.94794,2.9068506,-0.49231055,-0.05090988,-2.5166647
65,8.440459,-89.96064,2.755935,-0.6067059,-0.029143294,-2.4779212
