time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01
0,4.1059,-87.28114,3.7166228,0.1797144,0.0741965,-0.21728681
1,5.075826,-87.18951,2.9956462,-0.074323915,0.09465523,-0.39334255
2,6.60058,-87.07712,1.9828867,-0.3839353,0.090454124,-0.526026
3,8.226022,-86.990036,1.0287071,-0.6449511,0.032340642,-0.4350037
4,9.5060625,-86.94894,0.38343662,-0.8375255,-0.05870327,-0.150457
5,10.315508,-86.949554,0.04977243,-0.98170567,-0.13773008,0.14664166
6,10.7605505,-86.97924,-0.09866459,-1.0949557,-0.17745276,0.3246106
7,10.978603,-87.0231,-0.18293317,-1.1901815,-0.16918229,0.3443025
8,11.062814,-87.06667,-0.2754205,-1.280422,-0.109379634,0.20790572
9,11.067979,-87.09849,-0.4074157,-1.3792182,0.0065649333,-0.080947414
10,11.026194,-87.111046,-0.5795644,-1.4984376,0.17304234,-0.5093132
11,10.950032,-87.100914,-0.77054244,-1.6423815,0.36154264,-1.027572
12,10.834193,-87.069176,-0.9597233,-1.8022383,0.5402888,-1.5723302
13,10.669689,-87.02154,-1.1444114,-1.9641776,0.69467485,-2.1052916
14,10.459238,-86.9657,-1.3311981,-2.1178794,0.8220049,-2.6034627
15,10.224561,-86.90785,-1.5245212,-2.2570174,0.9211551,-3.0296192
16,9.989664,-86.85155,-1.7236699,-2.3775551,0.98768157,-3.3351686
17,9.75469,-86.79784,-1.9225944,-2.479499,1.0160707,-3.4941318
18,9.5062065,-86.745575,-2.115846,-2.570594,1.0062267,-3.513169
19,9.242639,-86.69218,-2.3096597,-2.6648343,0.96286243,-3.4129755
20,8.978009,-86.63532,-2.522885,-2.7735431,0.8887467,-3.2108862
21,8.73141,-86.57564,-2.7635558,-2.8915224,0.7831043,-2.908914
22,8.507446,-86.51778,-3.0077894,-2.9946504,0.64127076,-2.4862893
23,8.295772,-86.4646,-3.2191956,-3.0652516,0.45494932,-1.9229866
24,8.120005,-86.40965,-3.3623145,-3.0974388,0.25288793,-1.3064294
25,7.9813356,-86.35038,-3.437351,-3.0803099,0.08638086,-0.7836137
26,7.770062,-86.30203,-3.522197,-3.0055711,-0.033260297,-0.39341325
27,7.4313135,-86.26748,-3.6511128,-2.8768094,-0.12129165,-0.09597197
28,7.0725403,-86.24497,-3.7612016,-2.7122955,-0.182303,0.1230531
29,6.8171873,-86.23243,-3.8227813,-2.5389178,-0.2135882,0.254677
30,6.6718607,-86.22385,-3.869249,-2.3706641,-0.22146071,0.3112653
31,6.578716,-86.21582,-3.916025,-2.2113788,-0.21300833,0.31729436
32,6.476285,-86.20729,-3.9549453,-2.0659528,-0.19347025,0.2996688
33,6.322663,-86.19745,-3.9806125,-1.9356515,-0.16737662,0.278989
34,6.092121,-86.18642,-3.9967887,-1.8147677,-0.13983251,0.26634523
35,5.7777214,-86.175446,-4.0074406,-1.6969157,-0.115399405,0.26185244
36,5.415276,-86.166046,-4.0101423,-1.5877689,-0.09584215,0.25443152
37,5.0710635,-86.15905,-4.0041037,-1.5030415,-0.08073369,0.2336633
38,4.7776346,-86.15351,-3.9980514,-1.4506252,-0.06884664,0.20030366
39,4.508705,-86.14723,-4.0048447,-1.4278605,-0.0581399,0.157506
40,4.2098165,-86.13827,-4.0346565,-1.431149,-0.045452457,0.10125389
41,3.837277,-86.12655,-4.0899744,-1.4604311,-0.026912566,0.022063838
42,3.3898559,-86.11484,-4.158843,-1.5149667,-0.00011363285,-0.08430839
43,2.9218667,-86.10757,-4.212414,-1.5846585,0.032448214,-0.20337313
44,2.4875395,-86.10723,-4.223337,-1.656101,0.065374054,-0.31061655
45,2.076463,-86.11214,-4.189039,-1.7306231,0.09605592,-0.39592734
46,1.6515596,-86.118034,-4.1274157,-1.820903,0.123743564,-0.4627452
47,1.1990132,-86.12094,-4.061656,-1.9352372,0.14737399,-0.5161635
48,0.73551416,-86.11968,-4.0081463,-2.0676165,0.1668839,-0.55962646
49,0.2945228,-86.115685,-3.9729497,-2.2013655,0.1836116,-0.59606624
50,-0.096724495,-86.11062,-3.9556215,-2.322767,0.19862796,-0.6283526
51,-0.42768523,-86.105194,-3.9534814,-2.4272482,0.21185407,-0.65841603
52,-0.70207644,-86.09951,-3.9634178,-2.5165825,0.22266063,-0.68640155
53,-0.93271446,-86.093544,-3.9823081,-2.5952413,0.23059794,-0.7110867
54,-1.1363993,-86.08728,-4.0075674,-2.6685264,0.23551884,-0.73095965
55,-1.330977,-86.08064,-4.0377436,-2.7421565,0.23731737,-0.74477506
56,-1.5355458,-86.07344,-4.07273,-2.822806,0.23555589,-0.75125563
57,-1.7725325,-86.06546,-4.113469,-2.9191837,0.22894205,-0.7479484
58,-2.0699286,-86.056526,-4.161358,-3.0435424,0.21445318,-0.7287682
59,-2.4643426,-86.04657,-4.2175665,-3.2144206,0.18586531,-0.67932266
60,-3.002009,-86.035805,-4.278556,-3.459084,0.13188742,-0.5693169
61,-3.724228,-86.0257,-4.3270884,-3.808681,0.034604188,-0.34221408
62,-4.6329975,-86.02093,-4.3290386,-4.2790365,-0.13034834,0.09534171
63,-5.663044,-86.0339,-4.2292404,-4.8383045,-0.38204595,0.86791706
64,-6.7039833,-86.0842,-3.992174,-5.3850727,-0.6955346,2.0242832
65,-7.6508703,-86.17666,-3.669286,-5.7803483,-0.9839811,3.3503442
66,-8.447111,-86.28655,-3.2820008,-5.94074,-1.1822577,4.5343575
67,-9.107501,-86.39622,-2.8397238,-5.862544,-1.2800437,5.4599123
68,-9.689651,-86.50922,-2.3750474,-5.5899434,-1.2899933,6.162797
69,-10.240592,-86.6339,-1.8861583,-5.1437826,-1.222905,6.6999545
70,-10.774477,-86.7732,-1.3502644,-4.518489,-1.0871296,7.094333
71,-11.230982,-86.92085,-0.74016887,-3.769568,-0.9093296,7.2820244
72,-11.563633,-87.06436,0.01051252,-2.9480906,-0.7221708,7.2133064
73,-11.85199,-87.20354,0.94550866,-2.0117946,-0.532715,6.930434
74,-12.069595,-87.3227,1.9003695,-1.1331093,-0.37132987,6.527945
75,-12.114788,-87.40608,2.6573422,-0.5388644,-0.27141422,6.133774
76,-12.041546,-87.460556,3.1752841,-0.18502606,-0.22432773,5.846026
77,-11.9409485,-87.49811,3.53609,0.034745067,-0.21044008,5.674757
78,-11.8492775,-87.52873,3.8472621,0.18649192,-0.22012706,5.594757
79,-11.76536,-87.56178,4.226226,0.3119206,-0.25708097,5.593241
80,-11.6573715,-87.608765,4.792847,0.4461308,-0.335268,5.6906195
81,-11.45535,-87.67981,5.579568,0.6180144,-0.4637206,5.9328713
82,-11.177055,-87.76783,6.4905343,0.8276334,-0.6189743,6.270852
83,-10.957102,-87.85336,7.356321,1.037258,-0.7543321,6.5550623
84,-10.859302,-87.927864,8.069039,1.2148323,-0.84646857,6.7044334
85,-10.840091,-87.99153,8.642592,1.3604238,-0.9031032,6.7385874
86,-10.846516,-88.04756,9.126231,1.4880633,-0.93768674,6.696384
87,-10.853707,-88.0986,9.561511,1.6111029,-0.95659536,6.5982056
