time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01
0,0.11999135,-88.448944,10.125547,-0.057626408,-0.13967115,-0.10151304
1,0.0020434102,-88.483154,11.236782,-0.09036111,-0.15966217,0.34351203
2,-0.14876002,-88.54577,13.179063,-0.16543655,-0.17807302,1.0683658
3,-0.25611627,-88.63255,15.6054325,-0.26746088,-0.16300328,1.859587
4,-0.2519976,-88.72621,17.85142,-0.3307847,-0.10395097,2.4280937
5,-0.16415025,-88.80692,19.470041,-0.31701648,-0.028728504,2.6645656
6,-0.073410705,-88.8685,20.39624,-0.2255825,0.028937217,2.6394575
7,-0.026535884,-88.91533,20.781607,-0.07490895,0.056299414,2.4650197
8,-0.015853837,-88.951675,20.855547,0.09509937,0.06021523,2.2327383
9,-0.0064017186,-88.9781,20.825191,0.23625585,0.054335546,2.0067391
10,0.021106169,-88.99545,20.781675,0.33188602,0.046630826,1.8111361
11,0.06559755,-89.00631,20.738117,0.39284793,0.038895275,1.6449558
12,0.12100069,-89.01331,20.694143,0.43307865,0.03124423,1.5030792
13,0.18234129,-89.01817,20.650751,0.46176407,0.023815464,1.3813522
14,0.24636929,-89.0219,20.609255,0.48432913,0.01679765,1.2764794
15,0.3113892,-89.02501,20.570374,0.5040458,0.010293868,1.1855334
16,0.37697822,-89.027794,20.534195,0.5230112,0.0042886105,1.1056747
17,0.44368112,-89.03045,20.50043,0.5427747,-0.0013273389,1.0340374
18,0.5127869,-89.03314,20.468552,0.56478596,-0.00673164,0.9676586
19,0.58623385,-89.03611,20.437817,0.59070194,-0.01215485,0.90340406
20,0.6666005,-89.03966,20.40718,0.6225779,-0.017875012,0.8378916
21,0.7570937,-89.04417,20.375217,0.66289514,-0.02419966,0.76748943
22,0.8614238,-89.050125,20.340136,0.71434516,-0.031420354,0.6884929
23,0.98342127,-89.05813,20.299873,0.77925366,-0.039715428,0.5975683
24,1.1263527,-89.06888,20.25222,0.8586847,-0.049000364,0.49243698
25,1.2921813,-89.083115,20.194855,0.9516864,-0.058788262,0.3724812
26,1.481559,-89.10153,20.12514,1.0554953,-0.06819219,0.23873203
27,1.6949841,-89.12467,20.039824,1.1669126,-0.07615352,0.09297282
28,1.9343944,-89.15298,19.934883,1.2838053,-0.08176391,-0.06338215
29,2.2034893,-89.18683,19.805809,1.4055382,-0.08443866,-0.2296236
30,2.5057614,-89.22658,19.648859,1.5324115,-0.083820015,-0.40494794
31,2.8406878,-89.27252,19.463507,1.6649534,-0.0795294,-0.58696383
32,3.2002847,-89.32463,19.255537,1.803431,-0.0711031,-0.7700934
33,3.5688157,-89.38211,19.038452,1.9474227,-0.05841221,-0.944901
34,3.9267323,-89.44298,18.829348,2.095771,-0.04235723,-1.1001549
35,4.2572618,-89.50415,18.638294,2.247919,-0.024981443,-1.2278394
36,4.552535,-89.56322,18.45799,2.4071875,-0.008144776,-1.3269128
37,4.8165126,-89.62085,18.26534,2.5837262,0.008206268,-1.4017783
38,5.061747,-89.680244,18.038425,2.7901764,0.025516156,-1.4570943
39,5.2984896,-89.742065,17.779276,3.0251074,0.043171432,-1.4928349
40,5.52527,-89.80145,17.515911,3.2650375,0.055709254,-1.5038799
41,5.736254,-89.8545,17.267117,3.4913242,0.05662353,-1.4859797
42,5.932066,-89.90185,17.030563,3.703338,0.044872608,-1.439567
43,6.113328,-89.941925,16.812485,3.8907259,0.02551468,-1.3683355
44,6.279593,-89.97016,16.621801,4.029513,0.0048466665,-1.2782146
45,6.441168,-89.98474,16.448761,4.1057277,-0.014170083,-1.1747425
46,6.618796,-89.9872,16.276283,4.1211696,-0.032302517,-1.0608323
47,6.83448,-89.980606,16.09471,4.08536,-0.052124847,-0.9415816
48,7.1049824,-89.96867,15.9031,4.008904,-0.07581612,-0.8292957
