time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01
0,4.8662148,-87.53162,4.583571,0.4484233,-0.13547432,-0.24610972
1,5.980317,-87.52223,5.6265073,0.766172,-0.076662734,-0.20661025
2,8.162794,-87.477806,7.389502,1.2114061,0.011679916,-0.14854237
3,10.926906,-87.386856,9.137684,1.5218096,0.10678929,-0.15547739
4,13.218043,-87.3059,10.148571,1.5367578,0.17360991,-0.24308339
5,14.586463,-87.284935,10.438585,1.3244923,0.18326274,-0.36121458
6,15.226133,-87.32252,10.33418,1.0308282,0.13512939,-0.46678877
7,15.433279,-87.39966,10.064221,0.74094576,0.041740656,-0.5398616
8,15.41668,-87.49987,9.741747,0.4809137,-0.088771746,-0.58633775
9,15.299397,-87.60973,9.434889,0.26557273,-0.24901532,-0.62495774
10,15.156926,-87.719444,9.169738,0.10359175,-0.42632383,-0.6659137
11,15.038947,-87.823524,8.930015,-0.008209864,-0.6020683,-0.70780575
12,14.963673,-87.920525,8.695899,-0.08077475,-0.75989646,-0.75246525
13,14.919583,-88.01171,8.463825,-0.12708178,-0.89007777,-0.8102099
14,14.882358,-88.09984,8.234364,-0.15579426,-0.9848079,-0.89547956
15,14.828323,-88.187546,8.002165,-0.17514676,-1.0315269,-1.0267963
16,14.742534,-88.2741,7.7607217,-0.2119276,-1.004561,-1.227084
17,14.629393,-88.35316,7.4981346,-0.32709247,-0.8697335,-1.5136068
18,14.53963,-88.41688,7.1839385,-0.59297365,-0.628654,-1.883802
19,14.5029335,-88.455376,6.782905,-1.0128781,-0.34503672,-2.2964907
20,14.453485,-88.45065,6.29427,-1.4787437,-0.070805416,-2.6776912
21,14.364191,-88.388725,5.7924776,-1.8815342,0.17977181,-2.9866686
22,14.217643,-88.27511,5.3334675,-2.2168953,0.37924927,-3.2303898
23,13.989566,-88.11964,4.8895245,-2.529874,0.5138471,-3.4202533
24,13.705181,-87.931015,4.442105,-2.8406224,0.5980617,-3.5471456
25,13.374271,-87.716866,3.9680161,-3.1432633,0.65256613,-3.6000566
26,12.976449,-87.48499,3.425991,-3.4400852,0.686363,-3.5899258
27,12.491694,-87.24936,2.7986295,-3.7492142,0.6989322,-3.5427277
28,11.938186,-87.0315,2.100509,-4.0809383,0.69809556,-3.4740028
29,11.36934,-86.85359,1.3750293,-4.4014893,0.69935894,-3.3749328
30,10.790353,-86.71008,0.7236788,-4.616365,0.6981734,-3.2361984
31,10.227803,-86.584564,0.23800252,-4.639521,0.68698406,-3.0691566
32,9.732407,-86.46564,-0.10777928,-4.458095,0.6813892,-2.8813777
33,9.273913,-86.34811,-0.39169288,-4.113987,0.6889838,-2.6772063
34,8.784269,-86.24266,-0.67268395,-3.686258,0.6970409,-2.4714196
35,8.245231,-86.15145,-0.979007,-3.2378838,0.6995967,-2.2716582
36,7.699818,-86.07145,-1.3049328,-2.8253546,0.6934208,-2.0818894
37,7.212446,-86.00461,-1.6142347,-2.4984252,0.6733556,-1.9116429
38,6.8188105,-85.95389,-1.8709776,-2.2705388,0.6419155,-1.771157
39,6.506187,-85.91872,-2.0735505,-2.1281981,0.60435694,-1.6622128
40,6.2380276,-85.8939,-2.252352,-2.0540695,0.56277287,-1.5773959
41,5.9827404,-85.873955,-2.4197962,-2.0317674,0.52087224,-1.5085851
42,5.718169,-85.85536,-2.5612037,-2.0472577,0.48560178,-1.4517401
43,5.433369,-85.835526,-2.675852,-2.0950942,0.45935684,-1.4045916
44,5.1361337,-85.813805,-2.7732346,-2.1715999,0.44013196,-1.365895
45,4.8481274,-85.79165,-2.8572762,-2.266905,0.42603576,-1.3358653
46,4.590704,-85.77099,-2.9284847,-2.3671684,0.41613358,-1.3148509
47,4.37301,-85.75291,-2.9880874,-2.4619942,0.40960872,-1.3018112
48,4.1917152,-85.73743,-3.0383012,-2.5477612,0.4055726,-1.2946064
49,4.0383244,-85.72404,-3.0816543,-2.62543,0.4032805,-1.2911339
50,3.90457,-85.712135,-3.1208074,-2.6976774,0.40220392,-1.2898637
51,3.7839677,-85.701164,-3.1585367,-2.7675347,0.40198505,-1.2898278
52,3.671504,-85.69065,-3.1976707,-2.8381329,0.40237594,-1.2904699
53,3.562967,-85.68011,-3.2410743,-2.9128652,0.40319043,-1.2915183
54,3.4544053,-85.669044,-3.2917325,-2.9956331,0.40426856,-1.2929021
55,3.3417475,-85.65689,-3.3528259,-3.0910714,0.40545642,-1.2946882
56,3.2205093,-85.64302,-3.4277608,-3.2047112,0.40661228,-1.2970393
57,3.0855155,-85.626686,-3.520025,-3.3429909,0.40763885,-1.300161
58,2.9305234,-85.607124,-3.6327713,-3.5130396,0.40853924,-1.3042353
59,2.7476444,-85.58353,-3.7680118,-3.722193,0.40946478,-1.3093218
60,2.526303,-85.55516,-3.9255884,-3.9776442,0.41071427,-1.3152448
61,2.2513733,-85.521385,-4.1022024,-4.287153,0.41261357,-1.3214302
62,1.902289,-85.48174,-4.2893305,-4.658165,0.41504657,-1.3260386
63,1.4588729,-85.43647,-4.470477,-5.0894175,0.41654122,-1.3241233
64,0.91394,-85.38595,-4.6256075,-5.5651593,0.41384274,-1.3080393
65,0.28402168,-85.3304,-4.74275,-6.0589232,0.40311992,-1.2699705
66,-0.3978657,-85.272194,-4.829459,-6.536166,0.38274902,-1.203018
