time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01
0,4.4144115,-87.99043,5.842591,0.4220799,0.08277814,-1.4349129
1,6.08079,-88.046524,6.6855025,0.46939716,0.14315638,-2.5921285
2,8.484623,-88.09811,7.764676,0.48382625,0.251409,-4.240885
3,10.535348,-88.11257,8.520885,0.42548397,0.38246012,-5.5696335
4,11.705345,-88.090256,8.744893,0.31556794,0.50530535,-6.1398015
5,12.148969,-88.04654,8.601112,0.20290887,0.59655535,-6.0896583
6,12.147711,-87.99473,8.283342,0.12808082,0.6401753,-5.706286
7,11.929939,-87.94265,7.904662,0.10399856,0.63271976,-5.1966114
8,11.659783,-87.89431,7.5190907,0.12490657,0.5818891,-4.6737747
9,11.431929,-87.85115,7.150606,0.177507,0.49849126,-4.1900315
10,11.279233,-87.8127,6.806162,0.24561296,0.39260045,-3.7576756
11,11.20074,-87.77792,6.4836087,0.31339392,0.27333573,-3.3715868
12,11.181796,-87.74512,6.180311,0.36783093,0.14616893,-3.0239477
13,11.198542,-87.71119,5.9001513,0.39697403,0.0099710515,-2.7100325
14,11.219697,-87.67293,5.6511965,0.38727972,-0.14219171,-2.426515
15,11.216609,-87.63002,5.4390144,0.32877314,-0.31793827,-2.1714568
16,11.184018,-87.58705,5.2633085,0.223036,-0.5187755,-1.9634374
17,11.13836,-87.55023,5.105439,0.0716428,-0.7435921,-1.8416239
18,11.084248,-87.52408,4.924314,-0.14334661,-0.9922524,-1.8341631
19,11.021985,-87.512215,4.67751,-0.44383013,-1.2499354,-1.9447874
20,10.941074,-87.518,4.341115,-0.8369088,-1.4786115,-2.1460912
21,10.79561,-87.54444,3.9156146,-1.319549,-1.6349295,-2.3994977
22,10.581116,-87.58911,3.4095266,-1.894628,-1.6830919,-2.703007
23,10.336852,-87.6441,2.8472502,-2.544255,-1.5903405,-3.0790281
24,10.071593,-87.69578,2.286593,-3.1796765,-1.3408855,-3.518965
25,9.725139,-87.72958,1.738145,-3.7633195,-0.9503101,-3.9938517
26,9.295006,-87.74132,1.1968447,-4.3109736,-0.45862404,-4.4310637
27,9.012445,-87.72903,0.68421715,-4.7975216,0.05019723,-4.7216325
28,8.919762,-87.69193,0.16723317,-5.1693034,0.47924706,-4.8348246
29,8.806896,-87.63736,-0.27821618,-5.4383726,0.7595377,-4.821467
30,8.573602,-87.57045,-0.62954503,-5.6625657,0.9043215,-4.704403
31,8.237134,-87.49263,-0.9704383,-5.875892,0.9615542,-4.4865704
32,7.8077064,-87.404434,-1.3524464,-6.090597,0.95820916,-4.1639075
33,7.2894154,-87.3078,-1.7844065,-6.3097177,0.9080979,-3.7489107
34,6.6916738,-87.208786,-2.236406,-6.5276,0.8237647,-3.288311
35,6.009161,-87.11113,-2.6672618,-6.7332067,0.7167366,-2.820165
36,5.2078776,-87.01199,-3.0528677,-6.912558,0.59253156,-2.335069
37,4.302404,-86.91217,-3.387555,-7.042276,0.4588426,-1.8212466
38,3.4408867,-86.82697,-3.6589859,-7.089233,0.3383036,-1.341831
39,2.7256799,-86.77079,-3.846955,-7.032024,0.24755321,-0.96348417
40,2.1011133,-86.74213,-3.950404,-6.868853,0.18125865,-0.6683419
41,1.4969755,-86.73197,-3.982005,-6.6195927,0.12931351,-0.4231187
42,0.90339184,-86.73273,-3.9544961,-6.3249035,0.08807559,-0.22481982
43,0.31684232,-86.7399,-3.880222,-6.018457,0.058119893,-0.07572702
44,-0.30158138,-86.75193,-3.7774284,-5.694669,0.040487945,0.04326983
45,-0.9657607,-86.768555,-3.6704261,-5.3401055,0.033374816,0.15532233
46,-1.5794559,-86.78738,-3.5782974,-5.014555,0.02809155,0.25344947
47,-2.0862045,-86.80463,-3.5092466,-4.770637,0.01749254,0.33042267
48,-2.541956,-86.818954,-3.4588888,-4.5851974,0.0014405656,0.39958724
49,-2.9798484,-86.83131,-3.4148557,-4.429864,-0.018237086,0.46725932
50,-3.381781,-86.84282,-3.3652704,-4.298321,-0.039516598,0.52846086
51,-3.7348323,-86.85392,-3.3042963,-4.1902046,-0.061223555,0.5794232
52,-4.056352,-86.864586,-3.232042,-4.1000667,-0.0834138,0.6233765
53,-4.3761516,-86.874756,-3.1503732,-4.019466,-0.10682019,0.6672467
54,-4.717652,-86.88462,-3.060231,-3.9411013,-0.13221717,0.7178867
55,-5.0888352,-86.89454,-2.9622457,-3.860838,-0.15993509,0.7806668
56,-5.481239,-86.90493,-2.8584182,-3.777882,-0.18974444,0.8594532
57,-5.8791757,-86.91615,-2.7520807,-3.6932285,-0.221339,0.9574113
58,-6.2728486,-86.92865,-2.6457994,-3.6072738,-0.25502607,1.0784599
59,-6.6640563,-86.94328,-2.539379,-3.5181694,-0.2920706,1.2295728
60,-7.0652556,-86.9618,-2.4287012,-3.4212697,-0.33507124,1.424841
61,-7.4992976,-86.98731,-2.3034313,-3.3098483,-0.38880464,1.6910549
62,-7.9945216,-87.02415,-2.1408079,-3.1792035,-0.45871753,2.0646653
63,-8.551307,-87.07515,-1.9041327,-3.0336046,-0.54080594,2.5550852
64,-9.100023,-87.138596,-1.5765747,-2.8816113,-0.6149107,3.101255
65,-9.550148,-87.21071,-1.1840366,-2.724888,-0.6632327,3.6160154
66,-9.879571,-87.287254,-0.7543562,-2.563166,-0.68414676,4.054884
67,-10.122765,-87.36304,-0.3086422,-2.3981476,-0.68585867,4.396373
68,-10.329258,-87.437325,0.1458742,-2.2274387,-0.6831184,4.633165
69,-10.541061,-87.51744,0.6156356,-2.049524,-0.6891267,4.776059
70,-10.750855,-87.612175,1.1025902,-1.8864836,-0.7100006,4.8360977
71,-10.933915,-87.72282,1.5867988,-1.7578151,-0.74311763,4.822563
72,-11.106233,-87.84282,2.0328271,-1.6466503,-0.7751038,4.742983
73,-11.259722,-87.9704,2.465706,-1.5168605,-0.7889595,4.596907
74,-11.357211,-88.10253,2.9541945,-1.3432988,-0.77283734,4.407934
75,-11.38137,-88.232895,3.4978943,-1.1619537,-0.7208123,4.2082167
76,-11.376814,-88.360565,4.042652,-1.0301795,-0.6311117,4.0033174
77,-11.417491,-88.48728,4.5850253,-0.94933987,-0.5029913,3.786326
78,-11.532427,-88.611176,5.1653085,-0.8754234,-0.3385441,3.5599499
79,-11.639673,-88.72349,5.797944,-0.7961465,-0.15202755,3.3246722
80,-11.700196,-88.821106,6.5092206,-0.71520996,0.049954996,3.0470414
81,-11.766683,-88.90919,7.2751527,-0.61646295,0.27104592,2.6912127
82,-11.858528,-88.98158,7.932553,-0.5139942,0.4598193,2.306899
83,-11.918857,-89.03489,8.429098,-0.41125605,0.58340573,1.9329756
84,-11.882429,-89.072525,8.834079,-0.27699167,0.6488996,1.5718025
85,-11.760755,-89.097,9.187871,-0.11955853,0.67399484,1.2578626
86,-11.619312,-89.11109,9.471928,0.01694782,0.6844467,1.0443593
87,-11.480836,-89.11634,9.694009,0.13474254,0.69785607,0.935611
88,-11.362434,-89.10928,9.918752,0.28062913,0.7239592,0.9060743
89,-11.279313,-89.0819,10.214679,0.5070167,0.766798,0.9379039
90,-11.172214,-89.0283,10.566005,0.8005673,0.81955576,1.0358286
91,-11.009008,-88.95799,10.881656,1.0711404,0.8645949,1.1936816
92,-10.827064,-88.88643,11.10323,1.2579906,0.8955727,1.3897731
93,-10.637076,-88.809784,11.273126,1.4022456,0.9302137,1.6383077
94,-10.416427,-88.71353,11.468076,1.5772569,0.9886228,1.9692236
95,-10.117745,-88.59807,11.692361,1.8121755,1.0645882,2.328118
96,-9.736332,-88.479614,11.917172,2.0695848,1.1322354,2.6139638
97,-9.354459,-88.37063,12.1334715,2.3032322,1.1802427,2.8024445
98,-9.080398,-88.28095,12.309602,2.4745624,1.2089478,2.9123228
99,-8.920698,-88.21206,12.436881,2.5789566,1.2228361,2.9547868
100,-8.80846,-88.15814,12.545314,2.6403832,1.2227837,2.9434595
101,-8.67791,-88.10919,12.676512,2.6842713,1.2043883,2.8855321
102,-8.48428,-88.05449,12.858604,2.7277539,1.1619456,2.7761784
103,-8.238043,-87.99883,13.047973,2.7726715,1.0983266,2.651748
104,-7.95707,-87.952,13.202155,2.8170013,1.0202047,2.5498168
105,-7.619267,-87.9153,13.363327,2.8696883,0.9263042,2.4677582
106,-7.2071166,-87.88745,13.592092,2.9412954,0.8106637,2.4008791
107,-6.721226,-87.86809,13.871676,3.0375159,0.6689769,2.343828
108,-6.1211324,-87.85617,14.173478,3.1691601,0.4892116,2.288624
109,-5.408898,-87.851974,14.513564,3.301464,0.27114466,2.2223125
110,-4.7696886,-87.85935,14.805596,3.3260207,0.07356473,2.1478703
111,-4.3188686,-87.876396,14.983879,3.2181332,-0.06999306,2.086301
112,-4.0312314,-87.89636,15.078209,3.0517552,-0.1727042,2.0456512
113,-3.8586817,-87.91407,15.121797,2.889717,-0.24544118,2.0253227
114,-3.7511463,-87.92778,15.142409,2.760887,-0.295271,2.0166385
115,-3.6720562,-87.93797,15.156387,2.6711757,-0.32777548,2.007546
116,-3.601735,-87.945885,15.169379,2.6172507,-0.34664112,1.9865185
117,-3.5290275,-87.95277,15.181928,2.59557,-0.35347456,1.9417385
118,-3.4412336,-87.95959,15.192801,2.6059797,-0.34874246,1.8619379
119,-3.3146176,-87.966736,15.200821,2.652556,-0.3343304,1.7434644
120,-3.1072826,-87.97382,15.206537,2.7479496,-0.31418625,1.5884057
121,-2.7602997,-87.98038,15.215273,2.9236252,-0.28802267,1.3769461
122,-2.2355886,-87.98647,15.242506,3.2164974,-0.2486349,1.0754983
123,-1.5892725,-87.99325,15.306765,3.6068683,-0.1929655,0.70838726
124,-0.9186263,-88.00252,15.397906,4.0241733,-0.12839173,0.34503928
125,-0.25565815,-88.01407,15.485367,4.454127,-0.05974691,0.0013614501
126,0.38099122,-88.02667,15.547108,4.9077907,0.008526373,-0.33635628
