time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01
0,4.43972,-87.99433,5.870218,0.43759343,0.087110914,-1.4496781
1,6.1153426,-88.05748,6.7526565,0.5175262,0.15789664,-2.6151526
2,8.491948,-88.11888,7.859552,0.5691125,0.27945244,-4.2619643
3,10.522821,-88.14458,8.643204,0.5332079,0.42191237,-5.617351
4,11.720586,-88.13322,8.912474,0.42321372,0.55516624,-6.264703
5,12.238055,-88.09937,8.82756,0.28659612,0.661132,-6.3212543
6,12.330285,-88.05571,8.570308,0.16740754,0.7284643,-6.0406203
7,12.18205,-88.00984,8.242346,0.08806504,0.753207,-5.6054716
8,11.917737,-87.96527,7.8888097,0.052843224,0.7386546,-5.11391
9,11.630832,-87.923676,7.532838,0.05793521,0.6910454,-4.6229763
10,11.38952,-87.885376,7.186948,0.095662475,0.6157102,-4.1670628
11,11.222835,-87.84942,6.853875,0.15471162,0.5171937,-3.7538817
12,11.130162,-87.81505,6.5316434,0.22115764,0.4016248,-3.377342
13,11.098949,-87.781494,6.2212267,0.28081352,0.2753684,-3.0343084
14,11.10817,-87.7467,5.9315863,0.31980813,0.14042152,-2.7280571
15,11.127918,-87.707825,5.673441,0.32215235,-0.007083683,-2.459924
16,11.126808,-87.66413,5.449361,0.27267972,-0.17269535,-2.22472
17,11.088915,-87.61908,5.254245,0.16582416,-0.35684645,-2.030039
18,11.019695,-87.57814,5.071747,0.0015767785,-0.55664885,-1.9055054
19,10.921174,-87.546295,4.871455,-0.22928609,-0.7717727,-1.8805149
20,10.786932,-87.5298,4.6179686,-0.5379621,-0.9946936,-1.9682229
21,10.617038,-87.5351,4.2801404,-0.92502975,-1.1965017,-2.151651
22,10.411683,-87.56359,3.8493292,-1.3860977,-1.335005,-2.3992364
23,10.194066,-87.60819,3.3438132,-1.9263972,-1.3718004,-2.7159948
24,10.007418,-87.65771,2.798674,-2.5423129,-1.2732143,-3.1277437
25,9.841233,-87.70088,2.2611575,-3.161328,-1.0240102,-3.612581
26,9.6241045,-87.73046,1.7632958,-3.723654,-0.64812154,-4.105736
27,9.374953,-87.74459,1.3310105,-4.2207203,-0.21136309,-4.527499
28,9.228645,-87.740295,0.9670159,-4.6218953,0.19413877,-4.8094606
29,9.187796,-87.71773,0.6195671,-4.904493,0.518394,-4.948622
30,9.161867,-87.68526,0.3287651,-5.0924597,0.7442273,-5.001516
31,9.101598,-87.652336,0.14686126,-5.2194057,0.87746555,-5.0072465
32,9.020586,-87.62289,0.037628822,-5.308321,0.949231,-4.9830723
33,8.933372,-87.59718,-0.041363545,-5.3745737,0.98653257,-4.9388423
34,8.842348,-87.57407,-0.11235697,-5.4291444,1.0046271,-4.8791556
35,8.744613,-87.55202,-0.18706352,-5.479938,1.0114723,-4.8058286
36,8.635716,-87.5296,-0.27280122,-5.53262,1.0112438,-4.7191033
37,8.51044,-87.50559,-0.3753603,-5.5914583,1.0060772,-4.6177177
38,8.362225,-87.4788,-0.50071317,-5.6602135,0.99687386,-4.4986954
39,8.182311,-87.44797,-0.6560815,-5.7428026,0.98363924,-4.357303
40,7.9595776,-87.41174,-0.84984523,-5.843324,0.9655559,-4.187652
41,7.682169,-87.369026,-1.0892442,-5.964605,0.94091904,-3.9841743
42,7.3403707,-87.31933,-1.3766764,-6.106018,0.9071368,-3.7431452
43,6.9266787,-87.26269,-1.7079304,-6.2630124,0.8610594,-3.4623306
44,6.429598,-87.19884,-2.0740573,-6.428867,0.79936254,-3.1378572
45,5.8252525,-87.126335,-2.4638698,-6.5963273,0.7182424,-2.7616465
46,5.090565,-87.04367,-2.8580387,-6.7540655,0.61500025,-2.3302464
47,4.2580333,-86.95488,-3.2175376,-6.8735847,0.495941,-1.8685611
48,3.4076777,-86.87211,-3.5008914,-6.909964,0.37877968,-1.4222035
49,2.5937586,-86.808205,-3.6933153,-6.8354363,0.2789698,-1.0249451
50,1.8450662,-86.7695,-3.7980936,-6.6555276,0.20177548,-0.696191
51,1.149963,-86.75271,-3.8225124,-6.3978643,0.14439964,-0.4354554
52,0.4771757,-86.75063,-3.7805984,-6.0942135,0.10291754,-0.23317616
53,-0.20383692,-86.757904,-3.6982505,-5.7590117,0.07546561,-0.072536625
54,-0.89811873,-86.771454,-3.6104658,-5.395021,0.059833057,0.06808897
55,-1.5339718,-86.78801,-3.5405338,-5.0537753,0.048500575,0.18920793
56,-2.06216,-86.80382,-3.4916646,-4.7907944,0.03390541,0.2845582
57,-2.5264668,-86.81732,-3.4556797,-4.5928226,0.015417053,0.3648019
58,-2.9500666,-86.82909,-3.4202297,-4.4348583,-0.0050032646,0.4357659
59,-3.320984,-86.840004,-3.375611,-4.307748,-0.025698692,0.49504486
60,-3.6418095,-86.85047,-3.3183362,-4.2057724,-0.04617984,0.5427748
61,-3.93757,-86.86052,-3.2495878,-4.1204586,-0.06688845,0.58414865
62,-4.2372875,-86.87011,-3.1715477,-4.043082,-0.08858288,0.62588847
63,-4.561873,-86.87935,-3.0854423,-3.9670646,-0.11195285,0.6736709
64,-4.918443,-86.88847,-2.9921253,-3.888955,-0.1373004,0.7312703
65,-5.297484,-86.8978,-2.8937624,-3.8087196,-0.16429967,0.8003125
66,-5.6771684,-86.907486,-2.7945726,-3.7289565,-0.19212686,0.88053966
