time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01
0,5.9309688,-87.890945,4.753497,0.03731403,0.2705232,-0.32529098
1,6.6040497,-87.90804,4.6544933,0.10016742,0.2886498,-0.48559788
2,7.7238865,-87.93867,4.4593472,0.1985746,0.33342335,-0.77377003
3,9.175937,-87.977104,4.144406,0.31240666,0.41284537,-1.1665964
4,10.702804,-88.01108,3.739676,0.41445923,0.5271449,-1.6095444
5,12.018475,-88.027626,3.3110723,0.47523847,0.6607665,-2.0554225
6,12.946839,-88.02004,2.9068375,0.46209157,0.7872399,-2.4861941
7,13.470083,-87.98771,2.5331507,0.35061488,0.884286,-2.893596
8,13.670905,-87.932,2.1735184,0.13567996,0.9389662,-3.258173
9,13.650331,-87.85434,1.8025061,-0.17557895,0.9452176,-3.5487406
10,13.492011,-87.757515,1.3895348,-0.5696461,0.90437156,-3.7300804
11,13.257753,-87.64671,0.92517984,-1.0178221,0.8251512,-3.770508
12,12.974626,-87.529434,0.45225084,-1.471842,0.7214266,-3.6586442
13,12.640181,-87.4149,0.049621943,-1.8730277,0.60768735,-3.4219596
14,12.273256,-87.31108,-0.24605429,-2.1773176,0.49705863,-3.1179056
15,11.930058,-87.22082,-0.46637166,-2.3627048,0.39992708,-2.7977648
16,11.666036,-87.14061,-0.6530496,-2.4239476,0.31846544,-2.4855247
17,11.497606,-87.066635,-0.80759966,-2.3780656,0.24920301,-2.1912196
18,11.381152,-86.99967,-0.89388096,-2.2643468,0.18822911,-1.9300206
19,11.247411,-86.941505,-0.8859168,-2.1182177,0.13237269,-1.7170705
20,11.06744,-86.89321,-0.8027264,-1.9640962,0.07979028,-1.5535394
21,10.853866,-86.856415,-0.6947633,-1.8297313,0.030026272,-1.4284035
22,10.618865,-86.83048,-0.6077329,-1.738202,-0.01776293,-1.3278453
23,10.35766,-86.81119,-0.5639249,-1.6975816,-0.06580199,-1.2417517
24,10.054112,-86.79353,-0.5700017,-1.7086912,-0.11730115,-1.165374
25,9.68448,-86.774284,-0.6310178,-1.7783126,-0.17607798,-1.0981969
