time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01
0,2.965172,-86.803085,6.9639606,-0.101365775,-0.17206429,0.059509523
1,4.22888,-86.762436,6.5152054,-0.056177318,-0.20278037,-0.07012706
2,6.4172125,-86.7109,5.799508,0.010848243,-0.25078592,-0.23641913
3,8.931628,-86.679054,5.0469294,0.052920777,-0.2883475,-0.29933032
4,10.954237,-86.68302,4.561888,0.06653706,-0.28315306,-0.22630468
5,12.148703,-86.70766,4.3844895,0.07394494,-0.23470269,-0.09540839
6,12.684799,-86.735634,4.3760934,0.07220382,-0.15845095,0.025989471
7,12.835665,-86.76019,4.4296975,0.04681264,-0.06439322,0.10992566
8,12.782337,-86.77966,4.4951873,-0.007581717,0.041276876,0.15200482
9,12.631408,-86.79307,4.547038,-0.08519101,0.15037647,0.15715386
10,12.452924,-86.799484,4.5700684,-0.17444918,0.2527897,0.13292228
11,12.287998,-86.79908,4.559832,-0.26519728,0.34139112,0.087213024
12,12.151155,-86.793396,4.523013,-0.3528996,0.41447523,0.028354412
13,12.040568,-86.784325,4.4714527,-0.43780988,0.47370932,-0.036230702
14,11.948229,-86.7731,4.41456,-0.52259934,0.5217869,-0.10267873
15,11.865313,-86.76008,4.356451,-0.6110307,0.56144416,-0.17178163
16,11.783742,-86.744774,4.297229,-0.7078357,0.59519535,-0.24855122
17,11.695608,-86.726006,4.234866,-0.8194484,0.62538445,-0.34215158
18,11.591696,-86.70177,4.1660247,-0.95530933,0.6544571,-0.46732923
19,11.460309,-86.66927,4.08519,-1.1289933,0.68531257,-0.64693093
20,11.289595,-86.625626,3.9808598,-1.3567827,0.7212626,-0.9120954
21,11.078449,-86.56968,3.8287196,-1.6489785,0.7643799,-1.2896222
22,10.849894,-86.504135,3.593547,-1.9913207,0.8117842,-1.7670548
23,10.6362705,-86.43538,3.2678466,-2.3276305,0.8556878,-2.2762964
24,10.439173,-86.36937,2.9059174,-2.5748277,0.890197,-2.7443748
25,10.212861,-86.30532,2.5417778,-2.6864314,0.9136906,-3.1489246
26,9.909871,-86.23979,2.1528943,-2.671389,0.9257433,-3.493813
27,9.52064,-86.17617,1.7485354,-2.5539088,0.9279067,-3.7668054
28,9.043036,-86.118355,1.3651559,-2.353394,0.9226467,-3.958151
29,8.535702,-86.06649,1.022054,-2.1129239,0.90818197,-4.0751696
30,8.12029,-86.02059,0.7306544,-1.9048884,0.8806276,-4.132792
31,7.8324637,-85.97808,0.47540304,-1.7639335,0.83804053,-4.141648
32,7.6304665,-85.93628,0.2301733,-1.6848506,0.7763916,-4.1023803
33,7.4593763,-85.89597,-0.009033961,-1.6628691,0.68630517,-4.0000644
34,7.28477,-85.85865,-0.24821405,-1.7087867,0.54621094,-3.797213
35,7.1095276,-85.821304,-0.53728133,-1.8449628,0.32360408,-3.4457185
36,6.9163313,-85.77284,-0.89226514,-2.0826344,0.013692918,-2.94206
37,6.6786656,-85.70839,-1.243581,-2.4217968,-0.33226535,-2.3709574
38,6.424745,-85.65123,-1.5710814,-2.8557303,-0.63744473,-1.869834
39,6.1890583,-85.61522,-1.862942,-3.2976632,-0.86053544,-1.5298821
40,5.9565506,-85.59679,-2.0783646,-3.626466,-1.0006461,-1.3306763
41,5.7217813,-85.590416,-2.2069972,-3.809664,-1.0795128,-1.2015151
42,5.484151,-85.59093,-2.2812178,-3.8876956,-1.1216531,-1.0941179
43,5.181868,-85.5966,-2.3370879,-3.9015157,-1.1417999,-0.9675977
44,4.705873,-85.60853,-2.4071429,-3.867977,-1.1456606,-0.7731432
45,4.0602765,-85.62693,-2.511926,-3.7896085,-1.1355528,-0.49605894
46,3.3341339,-85.651146,-2.6514943,-3.6657882,-1.109776,-0.14811099
47,2.6187274,-85.67981,-2.7769043,-3.522673,-1.056659,0.21795405
48,1.9772941,-85.714264,-2.8366005,-3.3875806,-0.9628871,0.54180664
49,1.4153761,-85.75315,-2.85137,-3.2692368,-0.8473128,0.8193871
50,1.03251,-85.784325,-2.8479197,-3.1852787,-0.7625553,1.0121433
51,0.83774793,-85.80316,-2.8344338,-3.1381867,-0.71973526,1.1129204
52,0.7411299,-85.81419,-2.8182147,-3.1173112,-0.69877726,1.1617429
53,0.68135595,-85.82169,-2.8018954,-3.1137035,-0.6867779,1.1891621
54,0.6332227,-85.82771,-2.785392,-3.1223342,-0.6785549,1.2089094
55,0.5859102,-85.83316,-2.7681134,-3.1418686,-0.67196834,1.2269925
56,0.53203833,-85.83852,-2.7494166,-3.1747968,-0.6659123,1.2469629
57,0.462247,-85.84414,-2.7285874,-3.2287304,-0.6594821,1.2723032
58,0.3610065,-85.85055,-2.7042258,-3.318594,-0.6514475,1.3077514
59,0.20522344,-85.85857,-2.6724865,-3.4665713,-0.640057,1.3599058
60,-0.02614355,-85.869125,-2.623336,-3.6928284,-0.6241643,1.4369186
61,-0.33757615,-85.88254,-2.537059,-4.0021434,-0.60561955,1.5483229
62,-0.7396102,-85.89845,-2.4006398,-4.390391,-0.5895974,1.7055982
63,-1.2799687,-85.9164,-2.2439492,-4.8463993,-0.5833384,1.9156976
64,-1.9869695,-85.935844,-2.1095622,-5.3239865,-0.59480673,2.1727083
65,-2.7890964,-85.95667,-1.9785931,-5.721055,-0.6292656,2.4674773
66,-3.6683702,-85.97957,-1.7999527,-5.9526997,-0.69211465,2.8260748
67,-4.7168107,-86.00316,-1.5080054,-5.9937477,-0.7901837,3.290724
68,-5.850781,-86.02498,-1.0590289,-5.837908,-0.90977496,3.8028026
69,-6.8579206,-86.04553,-0.5209268,-5.4858365,-1.0267415,4.252375
70,-7.741271,-86.06346,0.09676571,-4.9069185,-1.1414057,4.6485486
71,-8.546254,-86.07902,0.7768013,-4.1651893,-1.2552396,5.0090733
72,-9.17069,-86.098724,1.3842695,-3.474042,-1.3519214,5.288355
73,-9.577628,-86.12809,1.8881118,-2.8988883,-1.4283173,5.4885464
74,-9.824269,-86.17141,2.3553398,-2.365163,-1.4950671,5.6476097
75,-9.949032,-86.23351,2.8477032,-1.8102733,-1.5626079,5.797097
76,-9.98291,-86.31501,3.3732562,-1.2544138,-1.6332805,5.9546404
77,-10.004736,-86.409515,3.89926,-0.7907073,-1.6975864,6.123611
78,-10.05287,-86.519714,4.4378967,-0.46394047,-1.7492522,6.3167505
79,-10.092526,-86.66318,5.014306,-0.23829862,-1.7885002,6.5690227
80,-10.111434,-86.8372,5.598901,-0.1118521,-1.798083,6.871712
81,-10.111193,-87.00807,6.1419163,-0.113341615,-1.7547626,7.131723
82,-10.091234,-87.157814,6.669937,-0.17331307,-1.6573784,7.2491884
83,-10.093402,-87.29411,7.253178,-0.2106566,-1.4969926,7.174805
84,-10.152187,-87.41486,7.8569527,-0.20813525,-1.2657828,6.843044
85,-10.187556,-87.51776,8.507526,-0.2104134,-0.9519171,6.168887
86,-10.1780815,-87.59218,9.168374,-0.15154491,-0.595439,5.2270317
87,-10.156967,-87.62834,9.663634,0.041239426,-0.29032907,4.3104324
88,-10.100479,-87.63497,9.928579,0.272276,-0.08825323,3.6596377
89,-10.035903,-87.63291,10.072716,0.45944425,0.032069568,3.2649837
90,-9.978922,-87.62862,10.188892,0.6063932,0.102621466,3.0134306
